Date,Open,High,Low,Close,Volume
2020-01-02,151.28912308572728,153.14712365624922,150.86035596005522,153.0423126220703,22622100
2020-01-03,150.8508226765117,152.4039130274651,150.60307959140601,151.13665771484375,21116200
2020-01-06,149.6693128510685,151.59401776506908,149.12619721864283,151.52731323242188,20813700
2020-01-07,151.8036372690105,152.13711630992105,149.89799290182077,150.14572143554688,21634100
2020-01-08,151.43204560824276,153.21383324803998,150.498283797712,152.53732299804688,27746500
2020-01-09,154.20474183695646,154.56681892653168,153.4329581787887,154.4429473876953,21385000
2020-01-10,155.13850446552647,155.51962749773685,153.57586223229333,153.7283172607422,20725900
2020-01-13,154.12851888184957,155.605396247963,153.652107766259,155.57681274414062,21626500
2020-01-14,155.68161454893516,155.88171360275174,154.09040326179172,154.48106384277344,23477400
2020-01-15,154.94791308099659,156.2056451329004,154.90028361086624,155.4814910888672,21417900
2020-01-16,156.5963609741012,158.3971946563087,156.2914508396522,158.3304901123047,23865400
2020-01-17,159.5214787723871,159.56912278652388,157.62535750547391,159.21658325195312,34371700
2020-01-21,158.81639847951428,160.25516931694727,158.57819292777114,158.6448974609375,29517200
2020-01-22,159.50245499342603,159.5882200541892,157.86359939428255,157.88265991210938,24138800
2020-01-23,158.34951287805555,158.93073496172778,157.47291825887828,158.85450744628906,19680800
2020-01-24,159.6072409094811,159.62630142430766,156.69160731427516,157.25376892089844,24918100
2020-01-27,153.5472991294745,155.67210320610195,152.64212090354462,154.62399291992188,32078100
2020-01-28,156.05321239066768,157.9397961988569,155.37671679803938,157.65396118164062,24899900
2020-01-29,159.92166687049843,160.78873852015346,157.87310505454732,160.1122283935547,34754500
2020-01-30,165.8386738396915,165.8386738396915,162.73246478047693,164.6285858154297,51597500
2020-01-31,164.0855428072583,164.26656684053623,161.5796153816874,162.19894409179688,36142700
2020-02-03,162.38947794663974,166.26747121673395,162.36089444421407,166.15313720703125,30107000
2020-02-04,168.78295364444696,172.11783193162665,167.99210933453162,171.6223602294922,36433300
2020-02-05,175.34789594412902,175.50987399899313,169.99303898845986,171.41273498535156,39186300
2020-02-06,172.4322103968945,175.14775909976768,171.5651388277485,174.9667205810547,27751400
2020-02-07,174.22353365441194,176.87237803350294,173.8709795770829,175.21446228027344,33529100
2020-02-10,174.91910137097884,179.93094091327686,174.60466830003907,179.79754638671875,35844300
2020-02-11,181.6555587654134,181.70320278638292,174.84288539527742,175.73854064941406,53159900
2020-02-12,176.8247545363522,177.08202061421943,173.2707316220504,175.9958038330078,47062900
2020-02-13,174.4426709188351,177.4440547028916,174.24257188173937,175.04295349121094,35295800
2020-02-14,174.60468866720265,176.66278835038204,174.03298946445904,176.60562133789062,23149500
2020-02-18,176.85332905138674,178.84472395923498,176.748518027873,178.3968963623047,27792200
2020-02-19,179.67714529392427,179.79179157907453,178.15802370119442,178.93191528320312,29997500
2020-02-20,178.61662491171668,178.90325520560768,173.0273997846428,176.19940185546875,36862400
2020-02-21,175.0051344424587,175.32042633189093,169.3490221652734,170.62928771972656,48572600
2020-02-24,160.2916465952577,166.76942653548105,155.95400919471123,163.27256774902344,68311100
2020-02-25,166.43495932905606,167.046430478613,160.1769253989613,160.57821655273438,68073300
2020-02-26,162.14512281296396,165.53686863762786,160.71198584638833,162.58460998535156,56206100
2020-02-27,156.04001838057894,159.58463697524354,150.93803778830377,151.12911987304688,93174900
